season,year,month,holiday,weekday,weather,temperature,humidity,windspeed
0.3333333333333333,0.0,0.2727272727272727,0.0,0.8333333333333333,0.5,0.35024022937671495,0.8044259308966837,0.48605787602626305
0.3333333333333333,1.0,0.36363636363636365,0.0,0.8333333333333333,0.0,0.6392572192225019,0.35526298791244604,0.24873700821220998
1.0,1.0,0.8181818181818182,0.0,0.6666666666666666,0.5,0.7573947839884887,0.6417470613650424,0.19801995311218648
0.3333333333333333,1.0,0.36363636363636365,0.0,0.0,0.0,0.7004353975499364,0.43122036783714457,0.48112328631568535
1.0,0.0,0.8181818181818182,0.0,0.16666666666666666,0.0,0.35551466856092495,0.6136360700305883,0.16855453103238457
0.6666666666666667,1.0,0.5454545454545454,0.0,0.3333333333333333,0.0,0.8755323487544755,0.5442585912638319,0.4451652600673526
0.6666666666666667,0.0,0.7272727272727273,0.0,0.6666666666666666,1.0,0.7275392051456856,0.9527249030024385,0.39593516133344986
0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.1994041795025699,0.8409096454977771,0.2749442851924411
0.6666666666666667,1.0,0.6363636363636364,0.0,1.0,0.0,0.7837644483812523,0.47009546885384257,0.3567716256091258
0.6666666666666667,0.0,0.6363636363636364,0.0,0.16666666666666666,0.0,0.7310251195957251,0.4001194257801791,0.30928902957806226
0.6666666666666667,1.0,0.5454545454545454,0.0,0.0,0.0,0.9578070180546067,0.3486845221605157,0.332196052959859
1.0,0.0,0.9090909090909091,0.0,0.3333333333333333,1.0,0.4525570081183581,0.9856459398823254,0.2012991524611891
1.0,0.0,0.8181818181818182,0.0,0.6666666666666666,0.5,0.6709013227994755,0.8911488559096381,0.2618169606717148
1.0,1.0,0.9090909090909091,0.0,1.0,0.5,0.35973346044980703,0.30921085683691063,0.6006377332152892
1.0,1.0,0.8181818181818182,0.0,0.0,0.0,0.5854622431416469,0.523326065394227,0.6219104204849426
1.0,1.0,0.9999999999999999,0.0,0.0,0.5,0.365007899634017,0.7858847914426834,0.21600291390812135
0.3333333333333333,1.0,0.36363636363636365,0.0,0.3333333333333333,0.5,0.6614080917263834,0.5885164648246579,0.6677481532791467
0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.2619582434535312,0.05528466254322367,0.6554972118910191
0.6666666666666667,1.0,0.5454545454545454,0.0,0.16666666666666666,0.0,0.9145609203421716,0.24581327951517729,0.40256461812328737
0.0,0.0,0.1818181818181818,0.0,0.8333333333333333,0.5,0.2563635659411222,0.4802638850412032,0.4238267782682248
0.3333333333333333,1.0,0.4545454545454545,0.0,0.6666666666666666,0.0,0.745791524088884,0.4216505159566908,0.5564343365332283
